"","Var1","Var2","value"
"12368","Semantic Web","M-Ubuntu: Teachers Building an M-Literacy Collaboratory",1
"12376","Sustainable South Bronx Fab Lab","M-Ubuntu: Teachers Building an M-Literacy Collaboratory",1
"12379","Talkers and Doers","M-Ubuntu: Teachers Building an M-Literacy Collaboratory",2
"12380","Tecno.Tzotzil: Participatory Learning Among Indigenous Children in Chiapas","M-Ubuntu: Teachers Building an M-Literacy Collaboratory",1
"12391","Virtual Peace","M-Ubuntu: Teachers Building an M-Literacy Collaboratory",1
"12393","Voces Moviles (Mobile Voices)","M-Ubuntu: Teachers Building an M-Literacy Collaboratory",1
"12397","WildLab","M-Ubuntu: Teachers Building an M-Literacy Collaboratory",2
"12398","Women Aloud: Videoblogging for Empowerment (WAVE)","M-Ubuntu: Teachers Building an M-Literacy Collaboratory",1
"12426","Creatures Classified! An exploration of cataloging creatures across the galaxy.","Mission: Evolution",1
"12432","DIASTEM (Digitally Integrating Academics of Science, Technology, Engineering, and Math)","Mission: Evolution",1
"12440","Digital Media & Learning Competition 3","Mission: Evolution",3
"12451","Electronic Literature Organization","Mission: Evolution",1
"12494","New Media and Social Movements","Mission: Evolution",1
"12495","New Media Literacy Group","Mission: Evolution",1
"12557","4-H/USDA Robotics Digital Badges","Mobile Action Lab",1
"12561","American Graduate: Let's Make It Happen Badges","Mobile Action Lab",1
"12563","Badges for Lifelong Learning","Mobile Action Lab",1
"12564","Badges in Higher Ed","Mobile Action Lab",1
"12565","Badges Work for Vets","Mobile Action Lab",1
"12568","Black Cloud: Environmental Studies Gaming","Mobile Action Lab",1
"12576","Collaboration","Mobile Action Lab",1
"12577","Collaborative Data","Mobile Action Lab",1
"12578","Computer Science Student Network Badge System","Mobile Action Lab",1
"12579","Conservation Connection","Mobile Action Lab",1
"12585","Design for America: A Badge Community for Innovation","Mobile Action Lab",1
"12593","Digital Media & Learning Competition 1","Mobile Action Lab",1
"12594","Digital Media & Learning Competition 2","Mobile Action Lab",1
"12595","Digital Media & Learning Competition 3","Mobile Action Lab",3
"12596","Digital Media & Learning Competition 4","Mobile Action Lab",1
"12597","Digital Media and Learning Competitions","Mobile Action Lab",1
"12600","Disney-Pixar Wilderness Explorers Badges","Mobile Action Lab",1
"12603","EarthWorks","Mobile Action Lab",1
"12607","Fab@School","Mobile Action Lab",1
"12620","HASTAC Scholars - Evaluation of Impact","Mobile Action Lab",1
"12624","HASTAC@Duke","Mobile Action Lab",1
"12631","Intel and Society for Science and the Public Badges","Mobile Action Lab",1
"12633","LevelUp","Mobile Action Lab",1
"12634","Leverage for Digital On-Ramps","Mobile Action Lab",1
"12638","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)","Mobile Action Lab",1
"12641","Moodle as Issuer, Mahara as Displayer","Mobile Action Lab",1
"12643","My Girl Scout Sash Is An App","Mobile Action Lab",1
"12644","National Manufacturing Badge System","Mobile Action Lab",1
"12646","NatureBadges: Open Source Nature & Science Badge System","Mobile Action Lab",1
"12649","New Media and Social Movements","Mobile Action Lab",1
"12656","Partners in Learning Network Badges","Mobile Action Lab",1
"12657","Pathways for Lifelong Learning","Mobile Action Lab",1
"12658","Pathways to Global Competence: A Badge System for Students","Mobile Action Lab",1
"12659","Pedagogy","Mobile Action Lab",1
"12661","Planet Stewards: Personalized Learning in 3D GameLab","Mobile Action Lab",1
"12663","Preparing Librarians to Meet the Needs of 21st Century Teens","Mobile Action Lab",1
"12667","S2R Medals","Mobile Action Lab",1
"12668","SA&FS Learner Driven Badges Project","Mobile Action Lab",1
"12683","Staff","Mobile Action Lab",1
"12687","Sweet Water AQUAPONS","Mobile Action Lab",1
"12703","Voces Moviles (Mobile Voices)","Mobile Action Lab",1
"12705","Who Built America? Badges for Teaching Disciplinary Literacy in History","Mobile Action Lab",1
"12709","Youth APPLab","Mobile Action Lab",1
"12710","Youth Digital Filmmaker Badge System","Mobile Action Lab",1
"12712","4-H/USDA Robotics Digital Badges","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12713","A Look at MOOCs","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12714","Access + Digital Literacy","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12716","American Graduate: Let's Make It Happen Badges","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12718","Badges for Lifelong Learning","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",2
"12719","Badges in Higher Ed","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12720","Badges Work for Vets","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12723","Black Cloud: Environmental Studies Gaming","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",2
"12726","Cellcraft: Exploring the Cell Through Computer Games","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12729","CivicsLab.com","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12732","Collaborative Data","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12733","Computer Science Student Network Badge System","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12734","Conservation Connection","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12737","Critical Commons","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12740","Design for America: A Badge Community for Innovation","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12743","Digital Democracy Contest","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12748","Digital Media & Learning Competition 1","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",10
"12749","Digital Media & Learning Competition 2","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",5
"12750","Digital Media & Learning Competition 3","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",2
"12751","Digital Media & Learning Competition 4","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",2
"12752","Digital Media and Learning Competitions","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",2
"12754","DigitalOcean: Sampling the Sea","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12755","Disney-Pixar Wilderness Explorers Badges","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12758","EarthWorks","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12762","Fab@School","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12767","Fractor: Act on Facts","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12769","Global Challenge","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12772","Graphic, Visual and Multi-modal Storytelling","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",3
"12775","HASTAC Scholars - Evaluation of Impact","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12779","HASTAC@Duke","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12781","History Game Canada","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12783","HyperCities","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12786","Intel and Society for Science and the Public Badges","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12788","LevelUp","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12789","Leverage for Digital On-Ramps","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12790","M-Ubuntu: Teachers Building an M-Literacy Collaboratory","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",3
"12792","Mobile Action Lab","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12794","Mobile Movement: Handheld Philanthropy","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12795","Mobile Musical Networks","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12796","Moodle as Issuer, Mahara as Displayer","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12798","My Girl Scout Sash Is An App","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12799","National Manufacturing Badge System","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12801","NatureBadges: Open Source Nature & Science Badge System","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12802","Networked Newsroom","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12803","Networking Grassroots Knowledge Globally","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12808","Origami: Enfolding Real and Virtual Learning","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12810","Participatory Chinatown","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12811","Partners in Learning Network Badges","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12812","Pathways for Lifelong Learning","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12813","Pathways to Global Competence: A Badge System for Students","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12814","Pedagogy","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",2
"12816","Planet Stewards: Personalized Learning in 3D GameLab","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12817","Playpower: Radically Affordable Computer-Aided Learning","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12818","Preparing Librarians to Meet the Needs of 21st Century Teens","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12821","RezEd: The Hub for Learning and Virtual Worlds","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12822","S2R Medals","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12823","SA&FS Learner Driven Badges Project","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12838","Staff","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12841","Sustainable South Bronx Fab Lab","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12842","Sweet Water AQUAPONS","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12844","Talkers and Doers","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12845","Tecno.Tzotzil: Participatory Learning Among Indigenous Children in Chiapas","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12856","Virtual Peace","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12858","Voces Moviles (Mobile Voices)","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",2
"12860","Who Built America? Badges for Teaching Disciplinary Literacy in History","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12861","Wiki Templates Transforming Instructional Environments (WITTIE)","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12862","WildLab","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",2
"12863","Women Aloud: Videoblogging for Empowerment (WAVE)","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12864","Youth APPLab","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12865","Youth Digital Filmmaker Badge System","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)",1
"12878","Black Cloud: Environmental Studies Gaming","Mobile Movement: Handheld Philanthropy",1
"12881","Cellcraft: Exploring the Cell Through Computer Games","Mobile Movement: Handheld Philanthropy",1
"12884","CivicsLab.com","Mobile Movement: Handheld Philanthropy",1
"12892","Critical Commons","Mobile Movement: Handheld Philanthropy",2
"12898","Digital Democracy Contest","Mobile Movement: Handheld Philanthropy",2
"12903","Digital Media & Learning Competition 1","Mobile Movement: Handheld Philanthropy",2
"12904","Digital Media & Learning Competition 2","Mobile Movement: Handheld Philanthropy",1
"12905","Digital Media & Learning Competition 3","Mobile Movement: Handheld Philanthropy",1
"12906","Digital Media & Learning Competition 4","Mobile Movement: Handheld Philanthropy",1
"12907","Digital Media and Learning Competitions","Mobile Movement: Handheld Philanthropy",1
"12909","DigitalOcean: Sampling the Sea","Mobile Movement: Handheld Philanthropy",1
"12922","Fractor: Act on Facts","Mobile Movement: Handheld Philanthropy",1
"12924","Global Challenge","Mobile Movement: Handheld Philanthropy",1
"12936","History Game Canada","Mobile Movement: Handheld Philanthropy",1
"12938","HyperCities","Mobile Movement: Handheld Philanthropy",1
"12945","M-Ubuntu: Teachers Building an M-Literacy Collaboratory","Mobile Movement: Handheld Philanthropy",1
"12948","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)","Mobile Movement: Handheld Philanthropy",1
"12950","Mobile Musical Networks","Mobile Movement: Handheld Philanthropy",1
"12957","Networked Newsroom","Mobile Movement: Handheld Philanthropy",1
"12958","Networking Grassroots Knowledge Globally","Mobile Movement: Handheld Philanthropy",1
"12963","Origami: Enfolding Real and Virtual Learning","Mobile Movement: Handheld Philanthropy",1
"12965","Participatory Chinatown","Mobile Movement: Handheld Philanthropy",1
"12972","Playpower: Radically Affordable Computer-Aided Learning","Mobile Movement: Handheld Philanthropy",1
"12976","RezEd: The Hub for Learning and Virtual Worlds","Mobile Movement: Handheld Philanthropy",1
"12991","Social Media Classroom","Mobile Movement: Handheld Philanthropy",1
"12996","Sustainable South Bronx Fab Lab","Mobile Movement: Handheld Philanthropy",1
"12999","Talkers and Doers","Mobile Movement: Handheld Philanthropy",1
"13000","Tecno.Tzotzil: Participatory Learning Among Indigenous Children in Chiapas","Mobile Movement: Handheld Philanthropy",1
"13011","Virtual Peace","Mobile Movement: Handheld Philanthropy",1
"13013","Voces Moviles (Mobile Voices)","Mobile Movement: Handheld Philanthropy",1
"13017","WildLab","Mobile Movement: Handheld Philanthropy",1
"13018","Women Aloud: Videoblogging for Empowerment (WAVE)","Mobile Movement: Handheld Philanthropy",1
"13033","Black Cloud: Environmental Studies Gaming","Mobile Musical Networks",1
"13036","Cellcraft: Exploring the Cell Through Computer Games","Mobile Musical Networks",1
"13039","CivicsLab.com","Mobile Musical Networks",1
"13047","Critical Commons","Mobile Musical Networks",1
"13053","Digital Democracy Contest","Mobile Musical Networks",1
"13058","Digital Media & Learning Competition 1","Mobile Musical Networks",2
"13059","Digital Media & Learning Competition 2","Mobile Musical Networks",2
"13060","Digital Media & Learning Competition 3","Mobile Musical Networks",2
"13061","Digital Media & Learning Competition 4","Mobile Musical Networks",1
"13062","Digital Media and Learning Competitions","Mobile Musical Networks",1
"13064","DigitalOcean: Sampling the Sea","Mobile Musical Networks",1
"13077","Fractor: Act on Facts","Mobile Musical Networks",1
"13079","Global Challenge","Mobile Musical Networks",1
"13091","History Game Canada","Mobile Musical Networks",1
"13093","HyperCities","Mobile Musical Networks",1
"13100","M-Ubuntu: Teachers Building an M-Literacy Collaboratory","Mobile Musical Networks",1
"13103","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)","Mobile Musical Networks",1
"13104","Mobile Movement: Handheld Philanthropy","Mobile Musical Networks",1
"13112","Networked Newsroom","Mobile Musical Networks",1
"13113","Networking Grassroots Knowledge Globally","Mobile Musical Networks",1
"13118","Origami: Enfolding Real and Virtual Learning","Mobile Musical Networks",1
"13120","Participatory Chinatown","Mobile Musical Networks",1
"13127","Playpower: Radically Affordable Computer-Aided Learning","Mobile Musical Networks",1
"13131","RezEd: The Hub for Learning and Virtual Worlds","Mobile Musical Networks",1
"13151","Sustainable South Bronx Fab Lab","Mobile Musical Networks",1
"13154","Talkers and Doers","Mobile Musical Networks",1
"13155","Tecno.Tzotzil: Participatory Learning Among Indigenous Children in Chiapas","Mobile Musical Networks",1
"13166","Virtual Peace","Mobile Musical Networks",1
"13168","Voces Moviles (Mobile Voices)","Mobile Musical Networks",1
"13172","WildLab","Mobile Musical Networks",1
"13173","Women Aloud: Videoblogging for Empowerment (WAVE)","Mobile Musical Networks",1
"13177","4-H/USDA Robotics Digital Badges","Moodle as Issuer, Mahara as Displayer",1
"13181","American Graduate: Let's Make It Happen Badges","Moodle as Issuer, Mahara as Displayer",1
"13183","Badges for Lifelong Learning","Moodle as Issuer, Mahara as Displayer",3
"13184","Badges in Higher Ed","Moodle as Issuer, Mahara as Displayer",2
"13185","Badges Work for Vets","Moodle as Issuer, Mahara as Displayer",1
"13188","Black Cloud: Environmental Studies Gaming","Moodle as Issuer, Mahara as Displayer",1
"13197","Collaborative Data","Moodle as Issuer, Mahara as Displayer",1
"13198","Computer Science Student Network Badge System","Moodle as Issuer, Mahara as Displayer",1
"13199","Conservation Connection","Moodle as Issuer, Mahara as Displayer",1
"13205","Design for America: A Badge Community for Innovation","Moodle as Issuer, Mahara as Displayer",1
"13213","Digital Media & Learning Competition 1","Moodle as Issuer, Mahara as Displayer",1
"13214","Digital Media & Learning Competition 2","Moodle as Issuer, Mahara as Displayer",1
"13215","Digital Media & Learning Competition 3","Moodle as Issuer, Mahara as Displayer",1
"13216","Digital Media & Learning Competition 4","Moodle as Issuer, Mahara as Displayer",6
"13217","Digital Media and Learning Competitions","Moodle as Issuer, Mahara as Displayer",1
"13220","Disney-Pixar Wilderness Explorers Badges","Moodle as Issuer, Mahara as Displayer",1
"13223","EarthWorks","Moodle as Issuer, Mahara as Displayer",1
"13227","Fab@School","Moodle as Issuer, Mahara as Displayer",1
"13240","HASTAC Scholars - Evaluation of Impact","Moodle as Issuer, Mahara as Displayer",1
"13244","HASTAC@Duke","Moodle as Issuer, Mahara as Displayer",1
"13251","Intel and Society for Science and the Public Badges","Moodle as Issuer, Mahara as Displayer",1
"13253","LevelUp","Moodle as Issuer, Mahara as Displayer",1
"13254","Leverage for Digital On-Ramps","Moodle as Issuer, Mahara as Displayer",1
"13257","Mobile Action Lab","Moodle as Issuer, Mahara as Displayer",1
"13258","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)","Moodle as Issuer, Mahara as Displayer",1
"13263","My Girl Scout Sash Is An App","Moodle as Issuer, Mahara as Displayer",1
"13264","National Manufacturing Badge System","Moodle as Issuer, Mahara as Displayer",1
"13266","NatureBadges: Open Source Nature & Science Badge System","Moodle as Issuer, Mahara as Displayer",1
"13276","Partners in Learning Network Badges","Moodle as Issuer, Mahara as Displayer",1
"13277","Pathways for Lifelong Learning","Moodle as Issuer, Mahara as Displayer",1
"13278","Pathways to Global Competence: A Badge System for Students","Moodle as Issuer, Mahara as Displayer",1
"13280","Peer 2 Peer University (P2PU)","Moodle as Issuer, Mahara as Displayer",1
"13281","Planet Stewards: Personalized Learning in 3D GameLab","Moodle as Issuer, Mahara as Displayer",1
"13283","Preparing Librarians to Meet the Needs of 21st Century Teens","Moodle as Issuer, Mahara as Displayer",1
"13287","S2R Medals","Moodle as Issuer, Mahara as Displayer",1
"13288","SA&FS Learner Driven Badges Project","Moodle as Issuer, Mahara as Displayer",1
"13303","Staff","Moodle as Issuer, Mahara as Displayer",1
"13307","Sweet Water AQUAPONS","Moodle as Issuer, Mahara as Displayer",1
"13323","Voces Moviles (Mobile Voices)","Moodle as Issuer, Mahara as Displayer",1
"13325","Who Built America? Badges for Teaching Disciplinary Literacy in History","Moodle as Issuer, Mahara as Displayer",1
"13329","Youth APPLab","Moodle as Issuer, Mahara as Displayer",1
"13330","Youth Digital Filmmaker Badge System","Moodle as Issuer, Mahara as Displayer",1
"13338","Badges for Lifelong Learning","MOUSE Wins! Badge-based Achievement System for National Youth Technology Leadership",2
"13339","Badges in Higher Ed","MOUSE Wins! Badge-based Achievement System for National Youth Technology Leadership",1
"13371","Digital Media & Learning Competition 4","MOUSE Wins! Badge-based Achievement System for National Youth Technology Leadership",3
"13378","EarthWorks","MOUSE Wins! Badge-based Achievement System for National Youth Technology Leadership",1
"13487","4-H/USDA Robotics Digital Badges","My Girl Scout Sash Is An App",2
"13491","American Graduate: Let's Make It Happen Badges","My Girl Scout Sash Is An App",1
"13493","Badges for Lifelong Learning","My Girl Scout Sash Is An App",2
"13494","Badges in Higher Ed","My Girl Scout Sash Is An App",1
"13495","Badges Work for Vets","My Girl Scout Sash Is An App",1
"13498","Black Cloud: Environmental Studies Gaming","My Girl Scout Sash Is An App",1
"13507","Collaborative Data","My Girl Scout Sash Is An App",1
"13508","Computer Science Student Network Badge System","My Girl Scout Sash Is An App",1
"13509","Conservation Connection","My Girl Scout Sash Is An App",1
"13515","Design for America: A Badge Community for Innovation","My Girl Scout Sash Is An App",1
"13523","Digital Media & Learning Competition 1","My Girl Scout Sash Is An App",1
"13524","Digital Media & Learning Competition 2","My Girl Scout Sash Is An App",1
"13525","Digital Media & Learning Competition 3","My Girl Scout Sash Is An App",1
"13526","Digital Media & Learning Competition 4","My Girl Scout Sash Is An App",4
"13527","Digital Media and Learning Competitions","My Girl Scout Sash Is An App",1
"13530","Disney-Pixar Wilderness Explorers Badges","My Girl Scout Sash Is An App",1
"13533","EarthWorks","My Girl Scout Sash Is An App",1
"13537","Fab@School","My Girl Scout Sash Is An App",1
"13550","HASTAC Scholars - Evaluation of Impact","My Girl Scout Sash Is An App",1
"13554","HASTAC@Duke","My Girl Scout Sash Is An App",1
"13561","Intel and Society for Science and the Public Badges","My Girl Scout Sash Is An App",1
"13563","LevelUp","My Girl Scout Sash Is An App",1
"13564","Leverage for Digital On-Ramps","My Girl Scout Sash Is An App",1
"13567","Mobile Action Lab","My Girl Scout Sash Is An App",1
"13568","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)","My Girl Scout Sash Is An App",1
"13571","Moodle as Issuer, Mahara as Displayer","My Girl Scout Sash Is An App",1
"13574","National Manufacturing Badge System","My Girl Scout Sash Is An App",1
"13576","NatureBadges: Open Source Nature & Science Badge System","My Girl Scout Sash Is An App",1
"13586","Partners in Learning Network Badges","My Girl Scout Sash Is An App",1
"13587","Pathways for Lifelong Learning","My Girl Scout Sash Is An App",1
"13588","Pathways to Global Competence: A Badge System for Students","My Girl Scout Sash Is An App",1
"13591","Planet Stewards: Personalized Learning in 3D GameLab","My Girl Scout Sash Is An App",1
"13593","Preparing Librarians to Meet the Needs of 21st Century Teens","My Girl Scout Sash Is An App",1
"13597","S2R Medals","My Girl Scout Sash Is An App",1
"13598","SA&FS Learner Driven Badges Project","My Girl Scout Sash Is An App",1
"13613","Staff","My Girl Scout Sash Is An App",1
"13617","Sweet Water AQUAPONS","My Girl Scout Sash Is An App",1
"13633","Voces Moviles (Mobile Voices)","My Girl Scout Sash Is An App",1
"13635","Who Built America? Badges for Teaching Disciplinary Literacy in History","My Girl Scout Sash Is An App",1
"13639","Youth APPLab","My Girl Scout Sash Is An App",1
"13640","Youth Digital Filmmaker Badge System","My Girl Scout Sash Is An App",1
"13642","4-H/USDA Robotics Digital Badges","National Manufacturing Badge System",1
"13646","American Graduate: Let's Make It Happen Badges","National Manufacturing Badge System",1
"13648","Badges for Lifelong Learning","National Manufacturing Badge System",2
"13649","Badges in Higher Ed","National Manufacturing Badge System",2
"13650","Badges Work for Vets","National Manufacturing Badge System",2
"13653","Black Cloud: Environmental Studies Gaming","National Manufacturing Badge System",1
"13662","Collaborative Data","National Manufacturing Badge System",1
"13663","Computer Science Student Network Badge System","National Manufacturing Badge System",1
"13664","Conservation Connection","National Manufacturing Badge System",1
"13670","Design for America: A Badge Community for Innovation","National Manufacturing Badge System",1
"13678","Digital Media & Learning Competition 1","National Manufacturing Badge System",1
"13679","Digital Media & Learning Competition 2","National Manufacturing Badge System",1
"13680","Digital Media & Learning Competition 3","National Manufacturing Badge System",1
"13681","Digital Media & Learning Competition 4","National Manufacturing Badge System",3
"13682","Digital Media and Learning Competitions","National Manufacturing Badge System",1
"13685","Disney-Pixar Wilderness Explorers Badges","National Manufacturing Badge System",1
"13688","EarthWorks","National Manufacturing Badge System",1
"13692","Fab@School","National Manufacturing Badge System",1
"13705","HASTAC Scholars - Evaluation of Impact","National Manufacturing Badge System",1
"13709","HASTAC@Duke","National Manufacturing Badge System",1
"13716","Intel and Society for Science and the Public Badges","National Manufacturing Badge System",1
"13718","LevelUp","National Manufacturing Badge System",1
"13719","Leverage for Digital On-Ramps","National Manufacturing Badge System",1
"13722","Mobile Action Lab","National Manufacturing Badge System",1
"13723","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)","National Manufacturing Badge System",1
"13726","Moodle as Issuer, Mahara as Displayer","National Manufacturing Badge System",1
"13728","My Girl Scout Sash Is An App","National Manufacturing Badge System",1
"13731","NatureBadges: Open Source Nature & Science Badge System","National Manufacturing Badge System",1
"13741","Partners in Learning Network Badges","National Manufacturing Badge System",1
"13742","Pathways for Lifelong Learning","National Manufacturing Badge System",2
"13743","Pathways to Global Competence: A Badge System for Students","National Manufacturing Badge System",1
"13746","Planet Stewards: Personalized Learning in 3D GameLab","National Manufacturing Badge System",1
"13748","Preparing Librarians to Meet the Needs of 21st Century Teens","National Manufacturing Badge System",1
"13752","S2R Medals","National Manufacturing Badge System",1
"13753","SA&FS Learner Driven Badges Project","National Manufacturing Badge System",2
"13768","Staff","National Manufacturing Badge System",1
"13772","Sweet Water AQUAPONS","National Manufacturing Badge System",1
"13788","Voces Moviles (Mobile Voices)","National Manufacturing Badge System",1
"13790","Who Built America? Badges for Teaching Disciplinary Literacy in History","National Manufacturing Badge System",1
"13794","Youth APPLab","National Manufacturing Badge System",1
"13795","Youth Digital Filmmaker Badge System","National Manufacturing Badge System",1
"13811","Cellcraft: Exploring the Cell Through Computer Games","National Science Digital Library (NSDL)",1
"13822","Critical Commons","National Science Digital Library (NSDL)",1
"13833","Digital Media & Learning Competition 1","National Science Digital Library (NSDL)",1
"13834","Digital Media & Learning Competition 2","National Science Digital Library (NSDL)",1
"13862","HASTAC Steering Committee","National Science Digital Library (NSDL)",1
"13910","Scholar Class 2010","National Science Digital Library (NSDL)",1
"13911","Scholar Class 2011","National Science Digital Library (NSDL)",1
"13912","Scholar Class 2012","National Science Digital Library (NSDL)",1
"13914","Scholars","National Science Digital Library (NSDL)",1
"13915","Science Exploratorium Project","National Science Digital Library (NSDL)",3
"13952","4-H/USDA Robotics Digital Badges","NatureBadges: Open Source Nature & Science Badge System",1
"13956","American Graduate: Let's Make It Happen Badges","NatureBadges: Open Source Nature & Science Badge System",1
"13958","Badges for Lifelong Learning","NatureBadges: Open Source Nature & Science Badge System",2
"13959","Badges in Higher Ed","NatureBadges: Open Source Nature & Science Badge System",1
"13960","Badges Work for Vets","NatureBadges: Open Source Nature & Science Badge System",1
"13961","BadgeStack","NatureBadges: Open Source Nature & Science Badge System",2
"13963","Black Cloud: Environmental Studies Gaming","NatureBadges: Open Source Nature & Science Badge System",1
"13972","Collaborative Data","NatureBadges: Open Source Nature & Science Badge System",1
"13973","Computer Science Student Network Badge System","NatureBadges: Open Source Nature & Science Badge System",1
"13974","Conservation Connection","NatureBadges: Open Source Nature & Science Badge System",1
"13979","Design Exchange","NatureBadges: Open Source Nature & Science Badge System",2
"13980","Design for America: A Badge Community for Innovation","NatureBadges: Open Source Nature & Science Badge System",1
"13988","Digital Media & Learning Competition 1","NatureBadges: Open Source Nature & Science Badge System",1
"13989","Digital Media & Learning Competition 2","NatureBadges: Open Source Nature & Science Badge System",1
"13990","Digital Media & Learning Competition 3","NatureBadges: Open Source Nature & Science Badge System",1
"13991","Digital Media & Learning Competition 4","NatureBadges: Open Source Nature & Science Badge System",4
"13992","Digital Media and Learning Competitions","NatureBadges: Open Source Nature & Science Badge System",1
"13995","Disney-Pixar Wilderness Explorers Badges","NatureBadges: Open Source Nature & Science Badge System",1
"13998","EarthWorks","NatureBadges: Open Source Nature & Science Badge System",1
"14002","Fab@School","NatureBadges: Open Source Nature & Science Badge System",1
"14015","HASTAC Scholars - Evaluation of Impact","NatureBadges: Open Source Nature & Science Badge System",1
